Signature,Verify
42569283,1310870
42572789,1292925
42570301,1333962
42603738,1309763
42576082,1331706
42567115,1291500
42572232,1320508
42580964,1306189
42562689,1315675
42565737,1272450
42564181,1339795
42585853,1347871
42572807,1322890
42573181,1280744
42561172,1307000
42560968,1269385
42579462,1318093
42565843,1275161
42576790,1303556
42564289,1285162
42570498,1322498
42572632,1268689
42569768,1313930
42578496,1281824
42576667,1282583
42574372,1324967
42569253,1316358
42587199,1297785
42570166,1301210
42572371,1286990
42571992,1325397
42584212,1309375
42572538,1298946
42576997,1317734
42568108,1289380
42576127,1326217
42561407,1346584
42556375,1277764
42572265,1334353
42570024,1286386
42592934,1296588
42559688,1273859
42571372,1310060
42563735,1313766
42577676,1306967
42560884,1280494
42577249,1303039
42570534,1345027
42563358,1303695
42572312,1307953
42570593,1286390
42556208,1287177
42569760,1290335
42584457,1301236
42583731,1311008
42565423,1312930
42570628,1310351
42575391,1304502
42569337,1299625
42561450,1303975
42581717,1299680
42567558,1297096
42580919,1305632
42576036,1299860
42566975,1311979
42561617,1292104
42568806,1306216
42581121,1288436
42591670,1313542
42563341,1322089
42581065,1331274
42573230,1316009
42573712,1323816
42564835,1274645
42554796,1294469
42575527,1320095
42578454,1280171
42572329,1259294
42576341,1266240
42572611,1306129
42563939,1285169
42568128,1310952
42572884,1294158
42560701,1300719
42569923,1308825
42588231,1322475
42568283,1324169
42566741,1298038
42558406,1301236
42563787,1303147
42565925,1321474
42569111,1259844
42581362,1314656
42557468,1306398
42555214,1317294
42564747,1295189
42559066,1313740
42568938,1298961
42577614,1302938
42579488,1275945
42558166,1310854
42560132,1303666
42575348,1308798
42590854,1323349
42576854,1299364
42574138,1286330
42564039,1310452
42575232,1317601
42561740,1293533
42572858,1304468
42571978,1289664
42565993,1326246
42557795,1277165
42569366,1280413
42567596,1248644
42553608,1267979
42557357,1320357
42572581,1321331
42581786,1242060
42571173,1322000
42570843,1272729
42572545,1324758
42568519,1271349
42567225,1315056
42564749,1279213
42588542,1306424
42567227,1303368
42567731,1294854
42577006,1302142
42559933,1316912
42565396,1291998
42565252,1333005
42557576,1281056
42565301,1298300
42566575,1291977
42579318,1340503
42572043,1289910
42556615,1255763
42579570,1327306
42566265,1313675
42588364,1342187
42575579,1313670
42563515,1316428
42559339,1297735
42558370,1280125
42560423,1335823
42561799,1286949
42555604,1288374
42559943,1344218
42558052,1312326
42573824,1269959
42565139,1311863
42589701,1283837
42569866,1273087
42560714,1331975
42607609,1274873
42584046,1302160
42569598,1284513
42565395,1327289
42576171,1303126
42597459,1331516
42566892,1304043
42586646,1303994
42566306,1299434
42562359,1267228
42557541,1295598
42573428,1319406
42569862,1285596
42568118,1295578
42571488,1248892
42570289,1317482
42585580,1289902
42566117,1264858
42566612,1290951
42585461,1299530
42561314,1278154
42558910,1329216
42582886,1328116
42555157,1320132
42561286,1334285
42556681,1277353
42564633,1306235
42559453,1326757
42578162,1267852
42558861,1282838
42577728,1254433
42579377,1285515
42562210,1304205
42571976,1296475
42557681,1305523
42555710,1250404
42572851,1258647
42568254,1285874
42566802,1312442
42563803,1288277
42576137,1319315
42603688,1364623
42604417,1305289
42565307,1330119
42568176,1348426
42560031,1303611
42562463,1276506
42565177,1319345
42565767,1294453
42569422,1285964
42573565,1339749
42563420,1312545
42585086,1349919
42557842,1325940
42588966,1313029
42564184,1282512
42574607,1287409
42571759,1328402
42560594,1313382
42563470,1316550
42560512,1269620
42562256,1276674
42558226,1304650
42576739,1264572
42578044,1339895
42562924,1290157
42569689,1295603
42560589,1304696
42562762,1352216
42569081,1322345
42560122,1306014
42556813,1313788
42581072,1345401
42564502,1296181
42563921,1321488
42556415,1305433
42571211,1321706
42567207,1287663
42555279,1284094
42570290,1284963
42575710,1295507
42571203,1295965
42566239,1290141
42567668,1320171
42565572,1302470
42563431,1274108
42593577,1281333
42608146,1319079
42565001,1305606
42580740,1288876
42568877,1289295
42566511,1320625
42574640,1314717
42563603,1291557
42573667,1331662
42574804,1334414
42578519,1312131
42568275,1312221
42574598,1300239
42557726,1263757
42558043,1329179
42586965,1325994
42574518,1336784
42567156,1321776
42567360,1302765
42573614,1327163
42590223,1318791
42562324,1279910
42629718,1323450
42646118,1273604
42583481,1291087
42600855,1316451
42568306,1299384
42577967,1316213
42571871,1285315
42568370,1280948
42570861,1341331
42592978,1310222
42575214,1301638
42584375,1333127
42570421,1297484
42564997,1321308
42580082,1315290
42558117,1320460
42571158,1315492
42557982,1268506
42568150,1328517
42561383,1297997
42566185,1322299
42570333,1348252
42604898,1322807
42561516,1355379
42572605,1323617
42563455,1337300
42580961,1317946
42565666,1294178
42694084,1301685
42604820,1307881
42583000,1317573
42592350,1308123
42576056,1304780
42577009,1294713
42579916,1314847
42575491,1305003
42578347,1324652
42569322,1294539
42574057,1304994
42598884,1285061
42580282,1295841
42560063,1357410
42615299,1301027
42586725,1281606
42587011,1286806
42573356,1313942
42567681,1293874
42577602,1297549
42581111,1293179
42570978,1311358
42562921,1319574
42613558,1287855
42570980,1305936
42581104,1305943
42571287,1286644
42570965,1307666
42569409,1292919
42565550,1316289
42564239,1337645
42564426,1298744
42571508,1286092
42565413,1269179
42580928,1331630
42558013,1333148
42582509,1287058
42578549,1330733
42592318,1333703
42595100,1326642
42566596,1291862
42559038,1325499
42573168,1277439
42582924,1284056
42563698,1273005
42588025,1318111
42587886,1296373
42594438,1281762
42573519,1278005
42584012,1298240
42591735,1243064
42583114,1345731
42573058,1292073
42561157,1338925
42586095,1312933
42577004,1282124
42566817,1333193
42569142,1326169
42574834,1277426
42584445,1334224
42600463,1278435
42601682,1332536
42597186,1282042
42587289,1307691
42586443,1324269
42567504,1316308
42577578,1302221
42587092,1292905
42562827,1301471
42568735,1305905
42577947,1303506
42580069,1286653
42562931,1305055
42570263,1288228
42587228,1326415
42559383,1311725
42565592,1325101
42564765,1271190
42577265,1283431
42560603,1280789
42585700,1305766
42578759,1303228
42568728,1309642
42579390,1287610
42568456,1340935
42569219,1347464
42570936,1306906
42568852,1295838
42579513,1289554
42576326,1332440
42581940,1322230
42567700,1298797
42577438,1304906
42556978,1294554
42583432,1310698
42603627,1296759
42570617,1289520
42585480,1287750
42565054,1303072
42571813,1325460
42567242,1305585
42554895,1260296
42562841,1305353
42568744,1302984
42574042,1321407
42579817,1320096
42590957,1281500
42572867,1275566
42564907,1288266
42556050,1307351
42586912,1330675
42578734,1291046
42576297,1312351
42565762,1286723
42588918,1301797
42575788,1321519
42610763,1324020
42578287,1276194
42593179,1299353
42566988,1330920
42559963,1283672
42569311,1284576
42572415,1309799
42561590,1324904
42568493,1302739
42598496,1304855
42569359,1339486
42573801,1307836
42580311,1299613
42567112,1305677
42568378,1297826
42561030,1309811
42586193,1321299
42584024,1310291
42566205,1287506
42575921,1288902
42569381,1305148
42575444,1276550
42581184,1302962
42565421,1277293
42586927,1283027
42570412,1282129
42580107,1288030
42561006,1319573
42574836,1302494
42567921,1312584
42582022,1314557
42590600,1308942
42562928,1324455
42560899,1266904
42583491,1290782
42564670,1333116
42559462,1279711
42600896,1312016
42610951,1299531
42590784,1317883
42571612,1332394
42561028,1308738
42557949,1300729
42557888,1299249
42579200,1273366
42578940,1313550
42565129,1317248
42582898,1349915
42586931,1296179
42573984,1310564
42561143,1300333
42577645,1287247
42581243,1333146
42565418,1279996
42569037,1292692
42563495,1304449
42572574,1288874
42568877,1291833
42575735,1271071
42568264,1315402
42566671,1328792
42582312,1327227
42578920,1290134
42567318,1298318
42558865,1339438
42586450,1304468
42599117,1293027
42564001,1303968
42559379,1275189
42582250,1303130
42578992,1320577
42563287,1281065
42579189,1334082
42606202,1313628
42593759,1333168
42583144,1302119
42615621,1298298
42587743,1293809
42600132,1315069
42588985,1328695
42588354,1286503
42582750,1320713
42585138,1323963
42586613,1314247
42574893,1290907
42597880,1316894
42557349,1279784
42573832,1283386
42566730,1316983
42568398,1299890
42575248,1318793
42560428,1310494
42563485,1322334
42562433,1297603
42582268,1308320
42593815,1348894
42612636,1310452
42560061,1309156
42570825,1326270
42569254,1291762
42554392,1304964
42585328,1322126
42558366,1296172
42587877,1290425
42572787,1342769
42580866,1294126
42564483,1298929
42581559,1281609
42566883,1290694
42586316,1302591
42563262,1300959
42559639,1271690
42573401,1290908
42596218,1308057
42561221,1290905
42564068,1327588
42574060,1324980
42591403,1320221
42596407,1305252
42575894,1317580
42564775,1299801
42577336,1290538
42567625,1306146
42590995,1321842
42585729,1305955
42587700,1304491
42591517,1304063
42598985,1320146
42590606,1283889
42581635,1277137
42558878,1281779
42588269,1291870
42594326,1318708
42588452,1277929
42585026,1304527
42582040,1299611
42581232,1319977
42573534,1321722
42582570,1319822
42593918,1318726
42592322,1262896
42581705,1296875
42568806,1253451
42575409,1297066
42586892,1299954
42564732,1296845
42582542,1302595
42584189,1289232
42574060,1340734
42562645,1312545
42572388,1265187
42575783,1338325
42563953,1308498
42611361,1311505
42578894,1298457
42595470,1323067
42564659,1291660
42570299,1317852
42577521,1324537
42574222,1313216
42572735,1265185
42575296,1298402
42564419,1298586
42563063,1321596
42559698,1326900
42584620,1327825
42576999,1292010
42563668,1327600
42573434,1286243
42583835,1320796
42576168,1319906
42568515,1279943
42578832,1320773
42555105,1284855
42573103,1320040
42590828,1316961
42590321,1293724
42559159,1278457
42584523,1304134
42562948,1293770
42569741,1365105
42580623,1286592
42579254,1298663
42589821,1292929
42565646,1299417
42574142,1325315
42569510,1318759
42580048,1279359
42582434,1306453
42576868,1336760
42618246,1318600
42563320,1315427
42568518,1307793
42559861,1290613
42576687,1300144
42568211,1309148
42569289,1317218
42569602,1303226
42571947,1312900
42579232,1285400
42581470,1312426
42565398,1324428
42569485,1364961
42585868,1306889
42578192,1277323
42588606,1310420
42576044,1302956
42574944,1308282
42564399,1352633
42562160,1321241
42566493,1301052
42575025,1319737
42619485,1311756
42569932,1327708
42565614,1307264
42565353,1296037
42564272,1322276
42574459,1302174
42570877,1353060
42568072,1318325
42565402,1281940
42572344,1326156
42573029,1334250
42567637,1309633
42564270,1302035
42574405,1316439
42577953,1297202
42564747,1289561
42574662,1285189
42572823,1308786
42575100,1286057
42563001,1307099
42590143,1314435
42574545,1347925
42577783,1313879
42572797,1287268
42609070,1356538
42583342,1281543
42557597,1301528
42564221,1289492
42589168,1301423
42583325,1306473
42574834,1277697
42575620,1297863
42562013,1325150
42568315,1262433
42587256,1301657
42557966,1321155
42556475,1286344
42573683,1302669
42571856,1318697
42572559,1323977
42564077,1297594
42576692,1299010
42561256,1317423
42588527,1282624
42588151,1312894
42592378,1339311
42576426,1299652
42566786,1270512
42555349,1299143
42584757,1298777
42576868,1276282
42560298,1300673
42564324,1329977
42559183,1312189
42557126,1304238
42576169,1290973
42569941,1325302
42603115,1290689
42629062,1286206
42579241,1310546
42601446,1321678
42571056,1302604
42573201,1269966
42587001,1304624
42603832,1301147
42574579,1269191
42563716,1318070
42581875,1334249
42571769,1267431
42573208,1285005
42584333,1327279
42561011,1289682
42559312,1288898
42571707,1301688
42572486,1284965
42582544,1287654
42568575,1332258
42581286,1306805
42574801,1317327
42564139,1326670
42592896,1316766
42562268,1280710
42567580,1313303
42556346,1284998
42570633,1306339
42562072,1314621
42558993,1340708
42593290,1302874
42597831,1300280
42586768,1295275
42576753,1292524
42559333,1276710
42557064,1289975
42570681,1292221
42562687,1286898
42558109,1325009
42571898,1305421
42564489,1259939
42572655,1300446
42558446,1284580
42579717,1319493
42583212,1293579
42579011,1332515
42577822,1279237
42571961,1313541
42565693,1287815
42569858,1300904
42570565,1304345
42566867,1288025
42591306,1306713
42569857,1338255
42579043,1323173
42594712,1316264
42567473,1275375
42558692,1295224
42572807,1281677
42565437,1306908
42577012,1283780
42571771,1306780
42571521,1282005
42564700,1295639
42561742,1312761
42563916,1302502
42558184,1292579
42569211,1305529
42562225,1349204
42570453,1284056
42583752,1320713
42572651,1296268
42569906,1293877
42572425,1294075
42617003,1287868
42568420,1270056
42568772,1312487
42592386,1318640
42558853,1309897
42561341,1329038
42571080,1304369
42564908,1308599
42563864,1275871
42570051,1295856
42561527,1298895
42560142,1319055
42563818,1292527
42568400,1324808
42592391,1302527
42568938,1296723
42575203,1351675
42562983,1322423
42562810,1324163
42567456,1320406
42577747,1298251
42584914,1294864
42592070,1266343
42556504,1297036
42561667,1277768
42599261,1356140
42569784,1314195
42561381,1280584
42582075,1302407
42572595,1272917
42573728,1267893
42572264,1282585
42555827,1294664
42568952,1337020
42565401,1307048
42583064,1305627
42576273,1338864
42560184,1297834
42554294,1320893
42561053,1295958
42579810,1326384
42561693,1301174
42582318,1320918
42568753,1268811
42581908,1310840
42568987,1278628
42578126,1317435
42574977,1294738
42560545,1302615
42559636,1315158
42559991,1277301
42557788,1307009
42557685,1255530
42580044,1317242
42568221,1338991
42559350,1291834
42576098,1312494
42604831,1304253
42580024,1339423
42605304,1315842
42569865,1304932
42569670,1297946
42564629,1315809
42566728,1275586
42550936,1290307
42595080,1310353
42573789,1294269
42566857,1304190
42573291,1294012
42568539,1289917
42583733,1322895
42568879,1269787
42559066,1330990
42568989,1300025
42583265,1305957
42559911,1305685
42560554,1326196
42563690,1285901
42568084,1260699
42572539,1278439
42556135,1338120
42571014,1287779
42570920,1288868
42570562,1290702
42567150,1331019
42579757,1273294
42581661,1302799
42577997,1311580
42569986,1297222
42578130,1330990
42563825,1298708
42571434,1318015
42581112,1298259
42577975,1250558
42579155,1309361
42562464,1348600
42569370,1281702
42564716,1318458
42568304,1323006
42564454,1293391
42578161,1302637
42574913,1286712
42582228,1274193
42573345,1327737
42559660,1316798
42571589,1280465
42564578,1291170
42580297,1325936
42566343,1316106
42577532,1321455
42559936,1326336
42573795,1289180
42560433,1350885
42559443,1317750
42581271,1290701
42572032,1291678
42568014,1344978
42574759,1340551
42581522,1309699
42562515,1287527
42567091,1344731
42577088,1330292
42587640,1326055
42579296,1319297
42570410,1277884
42559871,1350212
42572575,1267753
42562288,1326195
42569638,1286537
42584091,1316028
42567660,1334620
42583244,1314140
42564896,1291731
42566107,1317059
42563298,1290063
42565643,1317361
42575882,1353823
42581923,1292695
42568444,1279162
42582795,1309711
42560359,1336822
42567669,1322876
42560176,1312038
42625089,1302431
42626014,1320238
42616428,1353323
42597780,1343239
42568580,1282467
42600473,1326849
42569250,1324031
42575436,1329813
42571838,1292481
42616139,1313838
42569423,1316827
42575976,1291313
42590171,1326872
42563046,1314018
42571440,1275659
42585424,1292338
42573050,1311661
42570487,1297775
42564153,1263632
42566463,1305105
42571205,1322983
42561908,1326786
42559607,1308434
42554496,1300192
42577809,1286161
42558169,1343723
42561443,1309774
42573003,1325526
42554849,1308649
42575729,1313715
42559280,1292686
42612466,1309475
42577940,1302709
42589758,1355224
42578833,1329154
42587085,1274121
42571274,1313997
42578811,1265422
42583988,1289609
42556891,1327949
42565240,1319873
42556367,1306537
42572977,1273319
42575686,1316499
42595425,1311704
42574869,1330266
42580618,1330188
42569100,1309507
42570808,1294878
42569218,1290416
42564250,1300286
42564583,1270165
42560677,1294489
42592144,1277202
42575808,1296805
42563434,1300608
42566853,1293647
42569503,1310089
42565574,1315255
42559574,1299870
42586493,1306509
42561663,1279675
42574595,1277270
42559441,1288890
42600278,1300518
42561469,1303224
42572139,1290975
42571546,1302504
42576656,1298193
42570452,1303123
42565863,1321959
42560335,1288213
42557835,1335169
42581566,1280945
42574982,1288491
42560843,1279410
42573113,1285317
42581433,1318344
42563703,1290281
42561937,1289086
42560442,1304265
42574041,1323813
42578101,1344875
42560120,1276623
42581148,1299290
42568481,1310546
42561169,1287780
42566760,1328412
42584142,1294730
42568336,1269760
42569349,1325239
42560855,1313244
42570163,1321452
42560086,1299485
42583220,1345228
42571703,1307990
42568926,1309417
42567778,1315831
42576025,1301052
42577079,1331566
42571933,1299071
42581176,1310279
42577633,1316281
42563498,1286545
42562955,1336467
42574957,1339327
42570037,1270546
42555192,1283751
42580792,1324760
42561757,1303576
42581350,1333969
42555936,1309200
42570113,1264945
42584210,1297542
42561644,1300539
42558380,1309204
42581181,1307113
42573191,1338988
42562404,1299515
42577978,1300336
42562939,1292294
42567890,1285827
42556110,1310916
42568530,1276348
42579068,1316166
42567000,1331101
42579698,1310077
42595231,1313910
42566802,1294867
42572001,1319980
42560848,1282629
42591749,1287556
42580075,1322008
42563990,1304385
42581260,1305509
42581341,1301129
42566507,1287444
42563864,1288840
42599643,1305925
42570511,1353664
42574175,1299209
42569816,1327086
42565594,1343043
42576282,1306304
42565680,1324752
42560410,1312036
42558642,1313851
42570218,1288418
42565969,1301841
42581279,1306755
42561665,1284894
42572921,1312731
42573905,1325313
42571386,1304373
42563696,1305032
42570836,1303389
42559553,1332005
42558435,1294220
42572772,1315574
42569252,1301543
42587245,1268172
42563057,1331132
42575262,1307737
42559683,1307685
42563226,1293643
42577893,1323125
42572673,1288441
42638562,1351926
42583508,1286907
42592542,1321388
42585117,1325513
42575345,1305342
42568757,1292041
42577117,1317683
42562136,1297787
42578398,1294289
42580279,1334348
42583285,1304140
42568469,1271082
42570839,1310924
42576264,1296986
42586389,1309285
42594496,1308684
42566361,1311043
42569299,1326218
42559088,1279625
42584384,1284049
42583992,1300432
42572770,1309176
42564609,1338909
42562799,1274486
42566357,1311089
42572300,1303366
42570840,1308673
42586825,1326478
42563149,1298857
42565983,1302194
42569411,1267090
42556204,1297634
42571241,1346500
42569043,1313237
42555468,1314403
42569576,1292567
42578210,1308278
42568768,1310055
42577545,1315589
42571520,1333626
42567546,1294525
42562247,1305407
42569822,1359493
42570382,1326830
42566860,1288782
42572748,1277606
42567224,1298823
42569207,1296617
42581612,1307103
42586570,1315915
42567399,1318095
42584212,1266585
42571419,1329155
42563677,1292234
42561582,1319921
42558897,1280012
42561540,1344757
42574628,1317318
42562325,1278694
42560952,1301908
42571737,1308246
42563863,1307904
42560839,1280631
42575973,1315553
42567505,1324266
42556250,1276192
42569866,1312555
42576223,1314749
42571589,1279328
42563479,1320434
42565213,1309074
42593997,1316380
42556542,1256370
42601784,1314629
42576057,1323336
42571585,1274290
42578373,1309355
42561386,1308301
42572906,1356550
42561239,1314051
42597112,1291625
42563184,1288278
42564433,1283071
42562533,1328435
42556503,1313031
42554700,1325939
42559608,1293654
42558426,1291997
42563692,1277370
42569587,1309974
42570818,1308956
42581081,1284688
42566975,1292874
42566587,1333916
42577239,1303886
42591234,1298531
42585780,1306531
42564891,1282962
42562219,1303272
42566448,1263232
42560853,1297806
42564399,1270138
42572691,1294343
42573374,1302700
42559894,1290544
42570439,1325799
42560203,1304404
42561563,1282244
42578786,1302595
42593199,1323776
42574455,1293209
42559910,1316276
42561595,1291294
42563659,1301000
42564016,1369684
42565920,1338397
42586245,1319965
42576190,1309943
42559053,1318360
42559009,1309891
42573552,1293785
42565008,1293351
42570706,1301627
42568660,1283937
42578594,1304877
42555347,1284097
42566769,1305101
42582844,1310198
42568475,1278675
42567783,1322812
42568012,1280919
42593850,1285238
42560364,1327285
42561234,1319306
42560611,1310144
42556134,1284099
42570853,1343784
42566499,1276300
42613169,1300503
42560083,1316881
42562130,1270965
42566728,1305827
42572796,1309181
42558144,1317814
42557561,1315157
42555049,1325305
42571824,1313450
42567754,1286033
42578116,1299874
42570175,1290760
42561761,1300592
42563150,1310399
42563036,1320722
42568554,1269346
42560406,1303969
42571927,1290427
42570290,1293387
42571560,1332713
42582343,1301691
42583518,1295514
42605238,1282002
42587636,1320453
42568290,1349827
42562554,1290597
42562996,1331045
42561608,1300615
42565693,1275959
42570326,1298531
42571760,1268523
42576683,1263114
42571542,1283077
42566309,1291653
42562439,1301460
42577859,1293381
42579657,1311149
42572912,1293558
42573032,1334921
42562399,1307020
42577957,1308458
42569412,1297129
42568628,1297023
42563529,1263134
42566683,1330351
42589695,1306483
42580107,1329660
42561570,1285872
42562080,1302406
42564359,1343082
42565438,1304317
42581627,1286579
42577446,1304188
42604808,1272580
42573003,1292638
42560944,1302214
42567251,1315340
42569831,1316111
42560241,1313861
42588282,1282374
42563695,1294526
42575217,1299769
42556911,1314719
42575796,1310196
42562899,1286741
42583227,1304479
42562081,1279270
42585586,1277234
42573236,1337840
42567104,1290750
42563802,1321404
42568916,1317841
42564801,1324127
42573961,1314981
42567486,1324319
42572816,1289358
42564014,1284764
42563037,1317075
42559684,1284108
42587510,1329119
42561012,1283202
42562699,1283608
42566000,1326271
42563298,1292860
42572007,1301257
42557403,1329840
42582667,1295611
42595968,1250774
42575659,1314896
42625114,1286196
42580681,1314831
42557986,1275604
42598058,1300673
42558922,1307711
42560938,1287613
42572872,1311114
42563365,1315953
42559439,1324438
42561727,1318704
42566470,1302506
42564488,1301230
42601245,1304382
42560752,1293151
42573601,1305604
42589953,1270453
42569745,1296330
42561933,1290126
42559700,1303022
42575627,1284314
42607127,1328647
42581380,1239849
42579089,1303036
42558254,1321539
42559587,1290438
42561213,1324933
42558663,1287284
42580996,1267354
42587717,1307859
42568929,1297720
42564451,1301610
42565109,1319139
42565519,1279798
42559796,1300603
42555266,1307086
42559294,1300283
42566942,1328817
42562902,1269557
42564358,1301202
42579995,1282576
42568186,1288815
42562896,1322199
42574184,1320472
42582184,1306863
42562930,1287039
42569817,1320738
42567457,1307668
42568208,1315815
42563034,1272061
42587256,1300999
42583393,1313745
42576983,1329301
42560057,1301861
42565881,1297086
42573112,1296019
42564624,1310216
42565658,1296145
42581337,1333435
42581601,1290434
42563795,1298394
42559609,1282247
42564621,1297540
42557253,1337149
42566313,1309087
42573122,1307125
42560324,1285284
42570090,1257123
42576695,1334146
42568886,1290930
42563413,1306693
42564295,1329805
42576004,1312359
42576720,1306161
42562961,1315772
42563658,1310753
42573350,1294518
42575119,1325372
42575951,1305085
42564966,1327479
42562499,1308279
42571150,1268297
42560279,1276284
42556500,1256306
42561871,1330534
42568903,1328692
42587197,1308108
42589741,1313719
42595564,1302805
42561670,1343290
42576591,1310951
42570855,1289339
42583070,1295654
42565262,1331268
42589632,1306907
42566091,1289380
42573453,1290622
42584249,1300508
42561162,1317254
42564951,1274872
42563854,1273819
42563216,1307382
42562087,1338451
42563688,1289975
42563309,1323359
42563959,1309456
42560763,1309201
42567137,1272152
42573979,1269299
42569519,1283734
42562717,1298914
42573842,1303998
42577571,1285513
42562187,1289289
42561933,1315626
42572720,1295969
42562925,1289598
42576147,1241456
42562134,1279488
42573668,1298965
42560300,1296326
42561258,1292005
42560062,1379282
42555136,1322901
42564209,1306812
42573028,1287603
42565693,1319726
42562316,1291905
42566730,1277473
42574993,1308990
42568744,1295865
42573502,1295237
42561028,1305702
42561227,1271612
42569139,1282017
42580085,1284818
42567528,1350323
42562873,1350003
42564655,1314422
42565266,1303836
42583014,1299532
42559928,1318802
42576920,1295003
42571694,1315770
42559957,1321230
42575816,1314187
42557401,1333126
42568426,1285270
42561676,1292636
42572180,1326351
42578708,1291169
42569596,1290603
42561884,1300320
42575533,1316468
42563101,1300692
42571179,1261780
42563067,1326558
42587477,1302316
42573443,1340991
42585032,1303095
42574962,1298173
42574659,1320239
42561601,1342894
42566910,1294752
42551349,1281645
42556379,1288384
42555923,1264668
42582053,1298567
42554790,1313641
42565923,1288702
42561180,1261276
42556641,1283570
42573979,1297439
42581802,1278797
42606387,1279445
42576997,1314089
42560234,1299057
42563773,1281429
42558650,1274511
42580280,1305375
42558209,1296840
42598707,1297101
42580277,1283061
42571178,1293296
42569234,1291215
42572557,1316574
42574551,1322830
42566355,1338203
42576318,1290200
42578347,1314890
42570320,1287591
42569930,1311907
42583336,1326460
42563415,1282606
42564062,1294028
42605094,1308185
42576165,1342303
42565910,1298208
42566417,1307441
42570492,1322462
42560351,1309870
42561292,1293320
42563255,1296279
42574636,1329344
42601157,1326907
42567436,1296746
42561248,1292318
42569439,1320988
42560134,1333927
42559449,1287456
42594630,1327412
42560091,1278747
42566246,1333258
42565065,1338475
42581002,1317420
42566308,1288972
42566840,1274960
42588273,1316698
42570630,1267217
42570014,1272968
42568545,1320570
42567569,1317039
42560418,1302371
42568968,1281735
42601990,1306052
42581609,1296889
42568387,1296758
42566795,1324905
42573079,1318767
42560930,1300625
42562748,1291293
42566700,1317198
42569236,1302628
42580087,1288039
42562382,1286042
42569494,1290083
42566594,1288949
42584627,1293960
42570139,1304494
42557303,1318426
42561175,1308917
42579416,1286617
42563369,1299374
42565150,1293371
42566559,1298996
42559586,1327746
42593142,1299238
42573047,1288401
42557272,1296957
42573449,1300948
42558879,1289247
42570609,1288463
42557191,1264964
42566387,1290183
42560970,1306916
42557667,1289965
42560317,1309507
42561860,1304783
42564670,1319143
42560339,1326370
42593712,1286051
42561412,1258931
42565932,1315739
42568456,1338041
42554466,1311678
42560090,1288602
42573952,1304596
42560282,1320842
42600602,1308980
42569821,1273419
42572607,1302471
42563260,1285501
42565065,1277126
42558640,1289674
42570063,1314336
42574627,1249720
42560139,1344633
42569706,1299735
42575601,1273472
42573785,1318862
42560132,1325245
42570833,1292808
42684189,1287814
42735340,1293271
42588666,1271995
42565204,1316938
42577937,1316119
42559455,1301505
42580074,1289418
42558560,1283809
42593236,1256718
42597487,1323444
42559308,1310509
42569032,1283299
42565716,1285335
42578982,1296930
42558588,1272475
42565804,1291096
42571795,1313631
42572727,1300262
42585505,1306369
42561052,1317900
42579894,1311392
42588825,1308344
42570559,1261096
42583756,1272716
42563021,1296516
42568567,1291090
42564208,1307698
42557814,1282647
42572936,1325233
42564521,1267077
42572398,1291076
42585691,1250490
42570361,1372487
42577235,1314996
42588941,1309373
42578241,1320282
42567711,1272891
42582772,1326066
42572319,1310884
42584128,1282083
42563372,1309428
42568898,1316063
42569191,1312730
42581100,1310803
42567954,1324573
42567318,1319389
42568762,1286604
42560239,1304216
42564625,1308702
42561701,1292064
42576100,1275104
42605789,1324551
42588144,1290440
42601822,1308200
42572596,1278135
42556228,1317394
42558929,1264067
42561919,1321004
42561244,1289109
42588128,1262553
42559130,1317045
42571508,1291014
42578376,1308027
42568312,1289637
42595446,1272115
42579461,1311209
42569502,1326029
42577324,1300964
42568818,1299707
42572042,1319285
42559438,1306033
42561125,1294460
42561263,1287843
42623379,1299541
42573963,1330309
42586048,1291810
42557438,1281889
42568061,1332048
42562165,1333239
42555483,1313992
42567969,1337303
42566036,1325145
42569273,1319334
42574267,1346399
42575082,1276341
42563175,1294348
42568198,1293137
42584674,1285709
42586480,1306837
42569805,1301180
42568549,1346015
42567512,1300822
42555925,1303336
42560726,1319829
42554603,1278813
42585007,1307357
42590185,1327367
42568479,1290494
42580006,1301732
42570697,1274552
42567545,1307952
42560679,1334174
42571797,1328026
42584650,1297756
42572880,1295143
42560977,1301265
42573535,1270800
42574803,1313020
42582328,1308886
42577343,1291975
42569337,1277274
42575653,1306366
42570090,1356337
42558138,1281307
42581994,1276290
42556374,1335235
42558142,1347252
42579818,1295352
42563869,1320609
42568444,1287590
42596834,1292475
42573009,1294729
42566581,1317020
42562044,1315801
42570924,1270514
42566646,1336921
42568154,1334202
42566781,1355582
42577204,1382392
42560770,1277458
42570989,1283135
42582273,1336421
42580331,1279576
42567793,1300523
42568658,1258742
42558174,1324189
42565128,1311118
42585010,1318978
42570613,1308835
42562049,1305559
42567282,1303412
42585145,1329640
42573763,1270601
42572160,1301814
42562120,1259581
42578857,1303210
42576605,1314993
42560122,1294448
42570891,1283625
42563911,1326741
42555336,1303687
42561582,1338701
42638275,1318250
42603318,1356734
42594112,1339827
42582791,1308648
42581068,1331628
42580171,1323962
42574203,1294445
42572596,1316961
42597396,1336025
42585928,1310655
42577600,1297054
42573590,1270038
42582967,1298005
42592318,1278749
42579009,1327615
42561966,1320227
42566524,1301599
42582491,1318577
42578193,1311578
42565822,1286058
42585971,1285706
42610240,1322203
42593392,1300976
42565108,1297395
42568831,1282916
42564227,1299114
42563182,1321339
42560552,1282455
42573153,1303950
