Signature,Verify
42580098,1284894
42571603,1305562
42569713,1254716
42569892,1284312
42561256,1319102
42561582,1305669
42583784,1310672
42583679,1321670
42589571,1279262
42561698,1284228
42575238,1302177
42570423,1308889
42569204,1312258
42572801,1280808
42576429,1321106
42566077,1330235
42561100,1328349
42585317,1310411
42565650,1311193
42575347,1292903
42569252,1281506
42584150,1277306
42571513,1293656
42559186,1313598
42554340,1301584
42569649,1289128
42570530,1288107
42564852,1312347
42560798,1289565
42581230,1299030
42569331,1291317
42585472,1311403
42563976,1289060
42577000,1311704
42555576,1294375
42567468,1318575
42560622,1323820
42563800,1331421
42572417,1280002
42571417,1326177
42563838,1282375
42569773,1292783
42571716,1296106
42570643,1333253
42563617,1301346
42567643,1307999
42565847,1299979
42561020,1296013
42564891,1296748
42564974,1309758
42574474,1332379
42567197,1288200
42572785,1321561
42596173,1282247
42560775,1305521
42557941,1299164
42560185,1282543
42557732,1297930
42566881,1308624
42568097,1355011
42560665,1290702
42560875,1336424
42568517,1295661
42575518,1293255
42570780,1296192
42570122,1303126
42562021,1311010
42555089,1297087
42555142,1309786
42574738,1357675
42573156,1316794
42567618,1273203
42562108,1315605
42557939,1302917
42571278,1341183
42579393,1290495
42561558,1299065
42592967,1312851
42573751,1318191
42571335,1293036
42576940,1334468
42563622,1323429
42576227,1346671
42560307,1315603
42555719,1301352
42574360,1325007
42583966,1295303
42571958,1305089
42593659,1336263
42564508,1315654
42561456,1339371
42561906,1302420
42622076,1304149
42577656,1300884
42574524,1294794
42569678,1328856
42582684,1330965
42608169,1303019
42554031,1290892
42570669,1287657
42584690,1310244
42568649,1283117
42572945,1286061
42571942,1291217
42565243,1313954
42558021,1286593
42594289,1275375
42561250,1321460
42563844,1312763
42570673,1275054
42567248,1286320
42560793,1286934
42554367,1282460
42564075,1302024
42562411,1287813
42558490,1331629
42562559,1321797
42571229,1301740
42564336,1316308
42568481,1318503
42582866,1289284
42567395,1303219
42560717,1301906
42566422,1297069
42556034,1289600
42567557,1284152
42561688,1352603
42572087,1302895
42601122,1320388
42571482,1329997
42565210,1304656
42573436,1279841
42562652,1270027
42562565,1304079
42569742,1294989
42578444,1298656
42576236,1301499
42571558,1301334
42572554,1319686
42563623,1322839
42569677,1317713
42562497,1276773
42583713,1275357
42561596,1320043
42558587,1328780
42561828,1277393
42559012,1288342
42561762,1293444
42553983,1289054
42564088,1287145
42579501,1296599
42569417,1290483
42571797,1301134
42579737,1311154
42561262,1294177
42574919,1310247
42565511,1312750
42572594,1334589
42575724,1312068
42571609,1307539
42571602,1291275
42570932,1327739
42574471,1279327
42569834,1297619
42595672,1343472
42583343,1278289
42566683,1300268
42588374,1305131
42575026,1305667
42559605,1275561
42587413,1290923
42584556,1307202
42572519,1311289
42572566,1284235
42565307,1310610
42587455,1270266
42573679,1307016
42566698,1305852
42575032,1341057
42561376,1306187
42574779,1341375
42567938,1312519
42600317,1293518
42556576,1321533
42574588,1316892
42575191,1301642
42578124,1347373
42570123,1305811
42588563,1303691
42561999,1278236
42567406,1297166
42569503,1309384
42563213,1288526
42595363,1325216
42582606,1289201
42582980,1300671
42555491,1302987
42585932,1295522
42560193,1294930
42583214,1324591
42567714,1284437
42562412,1253020
42573728,1307811
42582831,1279983
42569121,1313821
42560882,1301059
42560438,1310818
42578296,1320904
42571372,1296600
42589857,1303792
42571379,1320040
42560741,1293509
42561373,1297762
42563449,1288973
42563969,1266768
42595638,1317480
42586066,1315094
42597770,1288581
42577975,1325322
42588432,1328328
42574898,1309568
42562695,1294943
42584669,1325142
42563497,1274472
42587570,1328434
42598756,1280535
42577353,1312046
42585380,1334265
42568249,1338548
42560896,1325348
42558479,1302480
42574999,1311588
42573914,1330461
42599278,1304562
42581776,1281065
42574370,1268808
42603149,1319248
42567439,1282203
42571578,1291979
42569503,1302612
42557323,1268820
42570432,1298875
42573812,1300060
42565904,1325485
42567662,1323643
42570875,1317423
42557617,1311498
42580031,1288037
42561350,1280606
42560827,1330229
42554902,1320009
42606312,1278142
42566211,1285615
42586423,1316240
42567594,1329221
42566290,1317851
42573577,1274117
42568448,1308996
42572726,1279469
42563899,1310978
42572202,1284666
42560387,1302565
42574751,1305558
42570339,1331080
42566056,1283406
42561145,1334365
42568386,1312056
42567304,1276986
42560921,1262617
42576529,1277218
42564102,1327270
42570409,1306568
42572637,1321995
42621753,1259961
42582210,1333964
42567876,1310728
42560571,1276493
42560927,1306230
42570425,1287789
42554460,1306391
42583303,1320727
42555514,1317707
42575912,1304059
42570197,1336214
42579136,1302907
42567361,1313855
42577649,1281909
42572623,1290688
42557141,1340896
42566795,1272838
42558791,1307604
42564927,1285516
42559402,1264950
42561191,1287918
42578043,1299646
42596941,1318488
42573352,1342610
42578104,1296950
42595490,1298185
42574382,1283514
42560035,1303892
42570882,1294361
42605536,1292950
42571756,1299471
42574140,1303399
42565968,1337567
42580882,1334764
42590668,1275036
42567198,1280895
42561124,1275432
42573538,1291486
42561463,1332114
42562092,1293764
42566344,1271040
42568447,1310154
42557477,1330675
42553797,1303734
42566972,1336019
42561386,1358613
42566348,1292178
42587192,1324266
42556241,1300740
42568827,1266931
42561055,1302605
42578360,1328811
42562135,1307688
42577250,1295703
42572829,1292227
42576958,1312065
42572728,1282274
42590834,1328246
42581226,1278347
42590284,1302723
42565043,1316278
42570310,1313125
42556483,1276407
42561646,1336614
42571276,1309928
42601452,1296319
42575532,1318029
42574956,1292762
42577815,1319832
42588281,1302243
42562891,1295546
42585105,1312786
42580989,1306777
42577175,1314537
42577298,1285346
42562595,1329681
42567129,1254090
42578471,1290198
42594630,1275852
42579532,1301556
42571096,1298277
42574914,1309212
42563965,1292042
42571192,1308621
42575106,1337404
42559643,1325116
42566512,1323970
42567510,1344084
42569236,1282358
42560201,1294100
42580884,1334403
42559903,1263537
42572960,1298057
42568993,1271183
42570912,1291142
42568161,1323629
42560716,1303251
42559500,1289439
42558693,1321238
42556607,1319594
42558033,1306016
42571772,1300134
42560576,1269948
42565293,1263393
42570118,1324325
42565815,1302102
42561758,1301777
42564526,1303420
42566755,1285981
42562376,1301109
42574800,1292739
42583428,1270661
42555753,1269574
42574195,1294716
42587925,1332684
42589558,1331958
42555862,1301894
42563119,1290818
42562901,1277884
42572270,1308197
42559371,1299928
42567757,1290590
42569644,1243483
42562167,1287356
42562547,1326413
42585494,1253435
42565689,1343620
42574784,1280289
42579409,1266031
42558050,1307551
42556453,1312726
42559523,1302635
42556831,1300416
42561288,1325636
42575264,1299466
42565643,1293624
42578722,1332279
42561893,1281442
42572258,1281118
42569910,1299573
42571839,1298101
42560700,1271373
42564187,1316898
42570495,1299007
42572470,1272988
42586020,1292209
42562449,1286661
42560909,1298371
42596436,1336672
42564042,1289259
42585207,1274479
42567355,1297974
42588629,1293400
42563045,1274771
42562594,1276540
42560559,1284936
42573345,1309623
42563659,1299353
42580358,1301732
42575923,1296707
42582214,1320920
42566006,1350259
42572962,1288229
42566130,1304678
42564525,1293788
42565840,1336829
42571736,1302955
42589161,1291861
42566838,1306333
42571243,1349107
42574820,1275820
42573854,1320312
42573184,1315386
42561443,1279403
42580160,1277210
42563826,1339002
42561273,1272872
42558885,1314209
42562290,1339694
42571560,1319953
42560969,1323316
42663929,1285108
42598574,1287891
42611095,1304295
42580908,1302648
42597415,1286779
42592700,1275041
42571144,1319101
42581245,1300092
42587611,1295423
42571017,1313093
42562697,1308428
42562133,1284924
42558986,1279548
42558111,1301605
42592056,1325955
42573957,1329382
42559252,1280360
42557886,1310063
42568655,1300021
42563779,1307856
42564889,1320224
42565897,1333435
42586713,1297612
42577126,1286226
42574639,1317682
42569784,1269372
42565416,1284097
42588428,1248625
42587981,1281176
42577986,1290471
42581006,1291646
42579562,1288750
42573457,1298509
42572494,1288739
42559910,1275093
42563727,1333438
42559677,1282184
42568064,1272519
42562671,1306624
42570722,1278233
42567328,1300774
42560124,1286518
42572685,1311639
42575672,1309730
42631635,1312302
42570890,1293790
42578876,1317521
42570162,1276302
42566055,1310634
42554368,1264697
42573482,1319513
42558873,1291838
42565635,1297535
42559663,1318831
42561641,1281978
42562967,1287469
42569880,1316702
42576371,1300106
42597811,1342817
42572455,1292984
42578985,1294250
42577602,1329491
42580036,1301688
42578772,1315997
42579950,1310572
42564681,1276834
42610093,1306689
42588408,1301675
42574820,1317765
42573087,1272547
42560006,1318401
42580236,1291912
42565043,1306390
42583586,1314465
42584010,1267457
42568478,1301102
42581567,1306933
42571301,1276250
42570179,1304535
42578661,1302689
42562279,1320307
42560604,1261946
42559801,1301771
42572416,1326280
42572859,1299312
42562128,1293873
42561720,1304301
42568817,1292005
42580767,1326333
42608378,1276352
42563758,1303478
42564614,1300635
42564741,1296381
42567035,1298681
42580634,1334631
42589349,1285879
42562256,1327700
42582715,1296166
42569510,1289643
42556344,1279993
42580861,1297240
42569982,1279579
42572710,1342345
42566341,1310387
42567875,1317746
42562710,1273526
42574521,1283864
42567136,1329749
42573325,1323487
42571830,1307450
42563418,1323380
42603246,1303514
42590102,1305543
42574952,1322775
42584324,1280704
42570877,1290916
42559593,1312857
42570353,1307184
42563565,1287353
42566112,1318800
42558560,1326910
42592731,1308963
42562938,1298424
42567922,1293002
42572235,1290596
42566578,1286991
42569892,1304449
42560516,1306404
42562050,1300913
42559374,1284842
42563245,1306253
42582068,1331217
42574939,1306139
42586576,1293512
42571063,1273845
42568185,1305426
42561271,1291515
42575394,1317148
42565747,1290892
42561133,1314755
42570306,1293995
42563735,1297073
42560275,1302370
42561616,1307490
42572462,1285492
42598563,1304710
42603049,1309563
42586482,1302539
42558907,1308109
42570201,1316759
42576831,1295132
42575818,1302307
42571322,1318159
42567816,1330468
42565324,1293461
42559571,1297714
42580750,1326541
42581369,1300559
42573151,1290008
42569807,1317824
42570689,1315092
42564359,1322584
42572827,1314599
42571104,1303108
42571690,1306745
42556849,1348810
42560366,1316786
42602751,1300113
42570869,1318437
42568141,1322938
42575057,1270711
42562376,1303695
42562100,1314014
42560173,1280276
42568964,1309049
42573914,1330335
42579754,1337056
42571989,1307240
42586738,1303642
42568635,1309711
42565561,1251347
42570552,1298745
42561169,1312355
42554541,1313161
42554826,1295721
42577204,1291575
42558854,1300012
42584192,1315917
42569367,1287965
42570579,1309417
42573178,1296457
42568974,1278688
42571058,1317105
42560816,1291285
42564172,1305153
42569069,1269093
42563265,1309446
42580230,1281459
42571461,1325898
42561875,1333817
42583418,1298144
42565835,1342902
42565980,1298863
42562232,1293432
42580464,1298522
42581639,1308798
42570749,1312566
42562387,1288571
42575671,1319580
42578591,1281892
42562002,1285819
42561465,1295945
42580259,1292464
42558407,1308142
42579226,1307352
42567433,1288588
42568826,1321861
42571283,1275785
42582291,1339967
42579657,1308340
42566408,1313086
42572220,1324158
42572214,1287512
42561889,1312153
42561936,1281791
42563153,1303291
42560172,1298078
42557784,1281135
42559569,1270085
42568193,1275020
42559515,1304053
42612252,1294036
42645414,1285536
42575435,1344651
42590109,1288454
42565351,1321081
42587332,1334386
42569777,1274813
42560144,1317097
42590418,1322009
42591954,1293641
42580160,1323688
42571702,1298179
42582386,1266165
42551619,1303628
42600290,1318762
42561795,1326215
42569777,1274086
42570930,1306957
42572315,1299283
42568610,1280042
42569108,1284431
42560882,1298589
42571729,1258412
42676733,1319290
42600799,1304155
42604928,1323793
42582826,1290323
42563698,1306396
42576112,1323752
42553525,1303845
42569613,1306585
42572583,1329545
42582280,1316438
42760728,1307444
42591174,1313819
42554835,1282469
42576912,1327566
42561244,1289493
42568157,1300279
42586706,1309491
42566081,1318621
42561132,1312872
42572841,1301131
42573490,1342945
42567264,1313376
42573486,1297789
42584985,1303710
42575277,1321240
42568709,1291333
42568661,1279677
42564874,1317283
42560766,1285971
42570937,1306868
42574689,1279126
42577448,1334931
42599183,1300242
42564458,1348546
42580340,1294809
42572138,1278434
42562342,1304013
42573178,1327548
42566146,1311821
42562278,1297104
42561261,1335890
42577850,1323350
42575439,1291781
42562402,1296518
42562931,1304184
42561153,1366724
42581075,1249687
42561368,1315779
42556003,1293691
42560058,1304260
42594741,1262913
42571606,1338766
42592330,1270190
42564771,1292470
42568871,1305960
42556490,1304378
42562240,1298641
42571080,1265868
42569419,1283281
42563812,1295814
42576062,1282557
42560531,1297616
42559416,1309100
42568506,1311868
42587173,1309004
42575360,1308383
42610966,1319346
42577796,1306041
42568938,1299571
42567544,1280020
42572741,1315210
42567953,1269588
42564440,1276415
42587644,1325656
42561823,1298011
42562440,1303339
42569536,1257517
42572151,1279250
42569942,1315068
42566348,1266736
42580801,1296608
42578601,1320582
42570475,1292111
42581493,1295134
42579463,1322359
42571297,1300834
42564702,1314025
42604489,1308814
42567071,1317347
42586653,1292078
42562531,1296305
42559105,1301441
42564997,1305058
42562115,1309638
42569518,1289202
42569798,1339397
42572362,1291530
42556210,1331033
42569695,1334351
42559427,1348719
42567490,1296358
42577998,1282890
42592623,1329090
42556628,1290582
42569451,1306570
42581718,1292351
42558317,1349510
42575551,1300066
42556269,1317473
42576776,1266558
42563758,1303161
42578204,1312003
42562358,1322456
42566279,1294311
42560178,1282731
42574791,1290014
42569715,1302420
42578038,1317209
42564064,1311483
42581340,1307506
42569024,1306077
42574347,1281549
42555839,1297941
42569600,1312698
42591566,1305863
42561378,1260576
42558328,1309185
42575083,1291115
42557957,1302896
42557752,1282333
42577705,1322477
42567060,1327999
42555292,1268983
42570803,1261125
42561635,1338144
42563787,1289549
42579639,1290086
42583000,1274824
42584829,1270889
42576506,1318151
42558107,1315568
42568736,1301983
42570445,1313682
42563846,1296132
42605159,1287712
42565625,1305710
42587797,1280880
42561230,1279346
42590657,1333496
42564912,1313063
42580537,1287030
42569860,1321337
42604766,1313029
42569014,1284605
42577092,1310769
42571710,1296886
42573511,1320355
42563312,1276794
42571184,1356558
42592977,1316400
42583105,1261020
42562062,1341928
42573259,1274384
42566635,1310591
42560142,1321055
42554716,1297927
42570332,1297044
42582774,1327331
42568909,1308670
42588646,1266303
42569252,1284134
42561792,1320033
42573553,1283898
42571471,1326261
42582943,1333731
42560154,1316787
42556407,1334061
42596516,1317736
42566923,1273360
42588537,1299521
42578308,1322225
42584428,1289275
42575057,1308255
42574535,1290802
42576659,1327159
42567274,1312960
42559171,1323334
42580503,1325701
42603887,1285697
42568870,1287103
42561283,1319655
42589724,1282307
42571587,1292489
42554566,1315768
42575249,1324477
42573653,1299385
42559877,1303223
42566331,1289736
42556587,1290570
42586130,1263263
42560897,1318439
42570722,1296626
42579573,1272165
42564421,1279446
42595453,1293112
42570252,1332239
42596216,1267790
42567770,1341424
42561028,1282138
42560856,1306903
42566536,1291069
42569530,1295344
42582876,1283083
42593408,1310856
42558400,1312799
42563712,1331906
42587834,1337261
42607755,1296935
42568907,1308813
42578648,1296063
42587591,1300569
42579671,1328239
42584492,1276845
42568051,1299787
42591747,1320604
42565883,1339543
42578311,1335029
42576525,1310315
42590403,1255292
42569425,1287545
42557041,1311064
42583493,1307283
42566529,1278702
42575456,1307436
42579458,1332380
42586709,1311621
42558303,1291185
42563487,1330956
42590170,1262790
42570055,1315190
42561914,1294345
42569732,1326764
42560997,1313374
42561292,1328564
42574186,1302162
42569884,1317417
42567291,1278795
42601642,1304666
42564167,1320053
42564369,1323405
42565785,1336472
42563956,1289855
42564811,1312606
42555107,1297692
42567326,1329896
42565159,1271224
42562988,1268613
42569486,1261074
42581261,1320155
42554522,1286787
42570368,1316205
42587835,1310741
42561449,1312320
42572166,1329340
42556571,1305988
42560749,1337257
42577799,1302735
42570941,1329954
42564802,1324130
42571815,1305278
42567579,1314790
42572569,1304448
42559207,1298113
42552538,1288317
42583642,1281704
42573344,1292376
42586641,1341277
42575522,1257286
42556762,1322685
42573151,1256029
42573020,1278569
42571683,1351789
42557182,1303827
42570509,1301369
42568636,1313689
42560289,1338620
42560733,1321098
42576900,1310167
42567526,1300244
42565591,1293884
42569391,1320290
42595880,1296427
42566299,1320869
42571303,1305077
42583797,1299115
42577386,1280515
42569890,1282901
42575638,1282857
42590594,1310045
42563921,1341452
42575220,1325649
42565939,1292212
42590588,1339556
42571666,1303508
42556259,1329742
42562597,1323922
42560680,1306938
42561093,1302231
42566322,1308280
42566676,1347900
42566498,1311690
42551078,1326135
42562309,1335539
42593139,1301306
42558297,1330097
42580006,1315853
42561290,1326239
42568331,1313845
42561368,1295198
42567942,1301208
42570058,1308569
42562141,1316787
42570966,1300996
42571549,1332100
42560320,1329328
42560051,1321456
42574785,1288935
42569410,1302320
42570419,1327555
42575813,1292938
42564944,1327634
42568833,1329533
42556394,1294012
42578970,1292979
42572838,1271942
42568423,1308401
42564972,1300214
42563439,1301665
42572356,1306381
42569497,1269149
42563518,1316148
42555720,1281242
42572980,1300785
42577803,1357541
42571235,1323197
42572419,1299689
42570205,1334548
42577198,1318591
42590104,1299298
42566152,1283257
42568871,1309954
42558407,1263179
42553792,1300935
42562019,1254223
42573528,1295184
42582246,1277347
42570945,1272671
42562290,1302953
42561030,1314177
42568843,1313651
42561611,1317246
42568877,1304151
42558723,1302704
42560314,1305823
42561849,1307738
42567529,1305469
42573007,1283260
42559671,1302264
42568229,1289510
42576255,1283813
42571358,1310948
42571390,1333894
42567186,1307429
42562604,1321010
42569978,1270704
42573665,1319281
42567189,1290101
42594715,1312144
42579822,1300098
42575704,1321670
42580764,1288490
42555620,1290101
42583607,1328213
42559406,1313396
42568926,1291942
42570344,1321911
42593300,1339077
42574820,1294660
42569403,1321627
42564204,1292240
42573206,1284577
42575702,1305604
42570466,1267872
42567990,1282328
42564369,1314788
42561664,1290205
42561438,1283705
42564523,1294343
42565312,1306185
42569135,1314946
42587469,1337717
42581087,1338619
42575807,1281568
42567562,1296097
42566793,1298318
42564780,1322337
42566556,1308893
42570518,1327105
42561471,1320947
42572875,1294433
42562370,1279210
42563030,1298873
42575896,1272156
42592342,1274744
42588671,1288402
42570802,1296430
42556719,1297520
42568816,1290548
42575871,1294469
42557310,1325865
42589882,1302176
42582417,1274103
42566530,1310818
42566412,1303310
42571834,1330466
42574204,1313916
42574093,1312653
42560781,1307460
42578279,1316026
42566212,1291408
42565113,1275992
42570813,1273228
42592292,1268986
42571851,1292983
42584168,1277254
42577066,1311734
42571759,1264948
42557528,1308751
42553552,1286154
42559953,1279694
42557787,1307907
42571978,1309772
42576408,1285069
42586402,1312949
42559142,1303259
42560373,1313844
42566526,1346882
42557781,1272666
42568970,1330342
42569725,1290536
42569311,1305087
42558687,1303343
42580360,1343187
42571659,1281042
42574363,1301450
42573657,1276618
42569127,1284355
42582267,1304504
42583078,1293956
42569886,1298777
42568845,1287433
42564707,1310497
42557460,1270561
42560049,1332109
42582827,1314068
42572378,1314075
42576491,1319066
42565243,1317116
42564934,1324601
42568933,1298166
42565178,1312672
42563627,1300580
42580953,1304288
42563549,1337088
42568824,1285848
42573577,1261630
42567162,1307333
42560030,1260888
42578401,1307135
42562111,1331670
42586977,1312774
42559060,1301497
42572164,1307573
42562110,1304252
42561497,1312935
42559276,1270654
42573220,1335662
42577949,1295308
42565955,1315635
42582316,1297670
42570178,1310020
42562476,1269415
42568069,1288756
42576978,1315050
42559836,1305822
42561361,1316119
42562360,1308606
42560775,1278204
42561650,1300738
42561831,1315735
42599826,1321543
42575754,1298099
42570061,1296556
42576605,1289501
42560399,1305157
42559574,1307763
42571408,1290789
42583837,1321865
42581456,1263308
42576517,1304093
42570904,1298163
42580821,1334325
42561956,1320828
42569639,1295775
42575020,1328533
42570518,1300331
42565830,1321463
42561216,1317475
42569789,1329687
42572675,1297199
42559587,1326037
42574480,1314530
42563257,1319814
42561888,1324005
42570849,1314135
42586946,1335997
42555570,1272303
42560358,1328044
42561752,1250241
42588702,1271249
42575712,1309434
42572301,1275585
42565190,1294142
42571078,1318071
42563096,1304638
42559834,1286910
42571478,1289807
42561131,1326262
42555024,1298158
42563073,1316129
42573253,1349581
42559297,1287531
42566029,1335943
42565504,1303322
42574721,1312402
42570921,1331628
42593869,1318019
42582472,1290603
42561193,1304458
42558631,1287737
42558621,1256780
42578053,1309135
42561263,1309161
42562133,1294318
42562661,1315984
42561744,1277347
42585302,1280588
42564479,1281353
42572157,1320294
42569229,1303542
42579530,1323532
42573488,1286820
42575347,1257696
42569003,1281164
42568244,1338195
42580492,1302253
42568916,1304809
42565661,1294278
42560575,1310160
42574058,1302018
42562601,1326514
42560782,1272057
42561517,1303357
42579628,1331598
42589495,1321733
42583322,1329328
42580512,1277682
42561343,1285569
42588222,1316463
42565794,1326218
42579272,1316383
42569758,1281202
42559274,1283417
42578224,1295721
42572283,1307096
42562981,1296640
42582258,1302062
42581107,1315551
42554594,1314329
42577709,1297477
42565479,1319628
42568731,1317769
42582978,1335857
42555641,1269741
42560439,1331435
42564390,1302872
42579154,1296200
42570586,1312037
42573936,1292255
42563157,1314935
42576043,1293083
42568882,1317165
42562288,1298127
42568174,1297639
42574060,1271140
42564670,1332037
42571589,1309378
42573017,1274471
42565737,1278814
42573207,1343040
42581822,1308809
42561608,1295352
42568199,1330280
42566462,1294038
42587361,1312274
42567891,1283642
42562345,1277851
42563039,1275621
42562665,1313395
42560316,1306196
42570540,1319756
42558443,1290883
42577177,1273777
42572133,1295654
42563131,1340251
42562482,1312816
42566307,1313447
42571140,1275625
42572874,1289993
42587027,1297727
42559826,1286860
42580828,1320135
42581493,1326098
42566895,1290830
42561250,1290032
42584063,1300505
42575104,1310866
42575017,1298567
42578045,1293085
42570758,1303082
42574097,1296547
42570657,1283217
42568894,1299255
42566853,1332455
42567407,1312231
42562426,1311857
42572260,1293048
42570068,1286531
42568401,1318265
42561659,1304572
42570427,1318608
42582817,1314000
42567735,1290841
42562730,1274807
42571926,1298921
42556639,1341030
42555678,1272844
42566668,1297104
42583981,1281399
42571430,1300517
42584165,1293866
42564842,1305044
42565821,1296698
42562688,1328890
42561624,1319638
42565428,1306898
42571095,1272513
42575523,1276366
42568987,1288216
42573006,1300021
42558292,1319128
42557398,1301516
42574781,1307776
42563704,1287713
42619263,1304081
42590564,1340152
42590258,1295014
42562156,1256575
42572650,1330643
42567920,1306284
42562879,1309882
42578425,1316703
42584531,1291112
42578539,1316868
42570104,1308493
42571360,1316900
42593988,1351684
42582178,1325115
42578073,1303192
42568052,1310735
42581042,1304271
42580010,1307146
42574658,1330142
42570324,1304083
42570067,1282417
42573274,1275252
42579837,1321057
42579367,1286661
42562158,1302151
42584831,1267185
42573695,1320120
42566335,1291645
42567395,1296547
42596929,1359058
42556024,1292620
42576570,1313604
42565902,1275974
42563252,1281337
42578283,1285714
42580736,1299864
42570999,1296718
42572970,1324402
42568506,1298608
42565447,1300008
42571916,1318193
42560468,1260390
42565904,1295418
42562869,1303329
42578769,1336944
42557673,1303864
42569798,1310144
42578725,1293344
42571563,1326062
42578592,1258629
42562153,1313163
42599202,1301337
42568785,1295418
42586347,1278667
42572855,1286633
42559810,1312711
42567468,1286175
42575742,1351939
42559350,1326148
42571029,1301505
42582485,1286653
42574657,1317787
42563927,1288742
42575731,1317440
42563229,1270916
42572925,1299333
42570337,1283353
42557995,1286393
42559589,1296755
42561601,1346370
42557248,1333967
42559767,1309906
42570714,1249547
42573135,1304283
42571328,1286972
42565769,1308176
42566686,1314588
42580620,1294717
42572810,1258603
42582641,1310520
42575425,1286243
42559866,1275958
42585395,1312723
42577386,1308844
42564055,1297978
42565393,1301806
42575915,1275119
42597297,1270662
42570365,1296044
42580991,1276273
42561526,1284188
42571389,1322341
42572329,1323810
42590138,1315642
42567944,1298653
42585691,1341364
42586820,1307150
42566713,1297328
42569993,1314122
42571899,1316481
42559387,1330910
42563100,1296944
42569398,1272702
42574082,1308336
42572484,1321352
42563022,1314361
42570075,1282013
42572293,1309192
42564073,1300763
42589361,1315972
42568925,1292988
42578388,1294570
42576813,1310792
42559312,1309029
42568974,1322194
42581048,1276263
42567942,1332993
42579982,1301129
42595379,1308206
42569777,1304708
42559845,1287621
42555950,1302880
42583831,1293719
42569441,1293262
42564521,1290738
42561498,1288381
42570593,1286439
42569949,1339982
42582118,1313207
42577606,1279340
42602999,1332732
42575250,1315985
42566159,1302380
42572090,1284153
42558675,1329308
42559037,1323661
42559271,1324534
42561271,1314871
42601746,1272615
42587868,1293682
42579525,1333649
42579020,1287817
42584319,1312732
42560968,1278635
42587359,1294042
42562063,1327468
42561836,1305105
42577528,1273105
42572781,1301763
42566989,1295420
42561437,1288526
42570047,1332358
42578481,1276654
42567265,1293687
42577834,1293361
42566522,1292963
42560993,1316025
42557508,1309357
42565128,1301295
42569382,1308430
42602158,1334436
42589442,1320143
42581019,1302543
42581361,1302042
42554225,1319435
42570738,1287443
42555737,1331489
42563811,1298471
42568335,1282550
42561044,1320374
42565877,1306004
42587850,1271192
42562672,1307373
42556728,1280617
42591884,1326026
42581483,1290281
42589635,1303872
42567654,1342118
42571230,1294100
42575539,1307902
42560657,1291530
42563252,1315589
42579508,1306977
42584118,1309970
42566872,1295021
42600011,1294936
42562939,1286166
42561730,1304629
42565457,1344185
42576599,1276199
42573410,1276002
42580807,1313543
42562021,1302611
42574503,1310228
42562857,1297943
42583950,1308444
42599634,1333263
42565937,1288422
42574695,1285359
42586758,1308538
42560719,1293081
42560437,1264466
42570155,1311010
42574511,1315750
42579378,1292698
42576602,1307053
42571033,1311667
42593262,1325820
42570917,1307834
42569382,1317608
42563379,1302584
42575514,1272669
42568976,1319821
42575372,1333226
42565631,1290100
42581492,1315689
42611569,1299952
42631920,1316095
42631714,1298403
42566927,1331933
42587438,1277657
42569915,1378461
42592511,1302326
42568172,1299882
42604039,1308688
42580284,1288188
42566161,1292311
42561425,1332219
42567717,1288724
42572246,1295725
42568766,1290608
42569228,1336752
42560507,1308206
42574372,1301170
42555086,1302757
42575241,1312641
42571698,1275374
42559895,1268544
42568699,1283131
42589937,1291267
42591300,1297322
42569576,1315121
42592638,1312194
42563345,1285342
42567339,1288072
42571133,1294769
42581128,1286715
42595439,1297170
42586334,1326928
42572013,1334934
42571285,1309550
42569412,1275410
42602258,1307584
42583948,1315260
42563388,1313718
42582511,1248271
42571528,1313562
42569892,1317747
42561055,1287238
42570494,1254229
42580491,1281810
42621816,1308550
42569868,1328403
42585034,1312651
42556415,1284248
42582298,1301919
42579280,1305682
42559784,1275118
42571160,1293795
42566499,1303358
42568005,1325687
42578647,1293158
42575628,1365012
42561995,1306794
42593602,1299047
42573292,1274643
42571785,1292295
42567451,1279455
42568811,1313718
42568190,1313395
42562419,1290145
42573009,1290055
42583304,1327849
42590962,1304359
42572545,1315517
42572882,1308014
42561563,1316975
42580279,1286843
42562659,1298784
42566234,1292880
42561255,1264084
42592925,1357966
42572803,1302670
42571547,1307498
42576386,1295462
42567493,1307498
42581112,1290232
42562007,1281871
42578461,1294225
42563865,1334972
42571897,1290187
42561885,1290447
42570204,1294612
42568464,1313395
42572829,1338521
42580058,1324246
42560921,1293906
42603705,1298270
42590231,1292087
42584074,1312164
42567217,1291313
42580386,1246604
42571947,1302799
42592764,1329134
42569917,1282016
42569474,1290285
42590413,1297728
42580443,1292429
42603397,1313318
42571755,1318681
42566568,1304106
42583996,1299902
42564872,1318939
42564450,1359016
42567062,1319661
42565763,1273823
42576209,1304633
42583625,1268547
42564010,1263855
42564240,1301061
42563913,1279234
42558614,1300337
42559624,1276046
42558100,1322545
42571625,1323355
42574435,1285198
42583715,1281434
42559916,1287537
42572959,1296928
42563132,1337059
42558978,1286810
42578322,1291279
42582263,1286805
42562448,1299910
42557112,1297563
42563773,1329078
42563764,1274322
42579791,1274668
42591087,1297636
42560134,1248935
42569466,1272723
42570919,1327561
42575400,1265619
42563880,1272399
42558964,1299947
42562008,1292614
42601374,1301262
42571827,1277476
42561955,1321898
42570060,1310547
42561926,1302073
42569729,1295637
42568537,1297744
42580317,1310876
42568910,1281219
42570335,1296954
42560305,1332590
